cluster_label,cnn,fox,nyt,wsj
aftermath/casualties,0.020618556701030927,0.011363636363636364,0.037037037037037035,0.01639344262295082
child/student victims,0.6391752577319587,0.7954545454545454,0.6574074074074074,0.8524590163934426
counts/inclusion,0.09278350515463918,0.056818181818181816,0.0,0.01639344262295082
coverage/inclusion,0.041237113402061855,0.0,0.0,0.01639344262295082
noise/fragments,0.20618556701030927,0.13636363636363635,0.3055555555555556,0.09836065573770492
